arrival_time;stop_id;stop_sequence
23:56;87718544;4
24:07;87718551;5
24:36;87718619;6
20:31;87718007;0
20:36;87718015;1
20:52;87718502;2
21:00;87718510;3
21:07;87718528;4
21:25;87718544;5
21:37;87718551;6
22:11;87718619;7
06:30;87718007;0
07:02;87718544;1
07:11;87718551;2
07:45;87718619;3
19:23;87718544;0
19:33;87718551;1
20:07;87718619;2
18:44;85043166;0
18:49;87598219;1
19:04;87718619;2
04:50;87718619;0
05:20;87718551;1
05:30;87718544;2
05:44;87718528;3
05:53;87718510;4
06:02;87718502;5
06:06;87391300;6
06:13;87718015;7
06:18;87718007;8
19:09;87718619;0
19:42;87718551;1
19:53;87718544;2
20:22;87718015;3
20:27;87718007;4
05:43;87718619;0
05:59;87718577;1
06:26;87718551;2
06:37;87718544;3
19:10;87715102;0
19:30;87715326;1
19:45;87715383;2
20:00;87715417;3
20:10;87715433;4
20:17;87715441;5
20:57;87743633;6
17:46;87715326;0
18:01;87715383;1
18:11;87715391;2
18:16;87715417;3
18:26;87715433;4
18:33;87715441;5
19:13;87743633;6
17:25;87713412;0
18:12;87718833;1
16:15;87713412;0
17:02;87718833;1
20:45;87718833;0
21:27;87715326;1
21:52;87715417;2
22:02;87715433;3
22:09;87715441;4
22:49;87743633;5
17:30;87352047;0
17:35;87715326;1
17:55;87715102;2
18:25;87718833;3
19:12;87713412;4
17:15;87718833;0
18:02;87713412;1
05:27;87743633;0
06:02;87715441;1
06:09;87715433;2
06:19;87715417;3
06:24;87715391;4
06:34;87715383;5
06:47;87352047;6
06:52;87715326;7
07:12;87715102;8
07:42;87718833;9
07:55;87718841;10
08:18;87718866;11
08:51;87713412;12
08:32;87718833;0
08:43;87718155;1
08:55;87659656;2
09:00;87718189;3
09:13;87718197;4
09:20;87718205;5
09:33;87659649;6
09:36;87659722;7
09:41;87718221;8
09:51;87718239;9
19:35;87718833;0
19:46;87718155;1
19:52;87659656;2
20:00;87718189;3
20:11;87718197;4
20:19;87718205;5
20:31;87659649;6
20:35;87659722;7
20:39;87718221;8
20:52;87718239;9
16:10;87718833;0
16:21;87718155;1
16:34;87659656;2
16:39;87718189;3
17:13;87718239;4
20:49;87718833;0
21:00;87718155;1
21:12;87659656;2
21:17;87718189;3
18:15;87718239;0
18:25;87718221;1
18:29;87659722;2
18:33;87659649;3
18:46;87718205;4
18:53;87718197;5
19:06;87718189;6
19:11;87659656;7
19:23;87718155;8
19:34;87718833;9
19:02;87718239;0
19:12;87718221;1
19:16;87659722;2
19:20;87659649;3
19:31;87718205;4
19:42;87718197;5
19:52;87718189;6
20:02;87659656;7
20:10;87718155;8
20:20;87718833;9
11:06;87718239;0
11:16;87718221;1
11:20;87659722;2
11:24;87659649;3
11:35;87718205;4
11:46;87718197;5
11:56;87718189;6
12:05;87659656;7
12:14;87718155;8
12:30;87718833;9
18:05;87718239;0
18:43;87718189;1
18:56;87718155;2
19:07;87718833;3
05:15;87718833;0
05:25;87718841;1
05:33;87718130;2
05:39;87718122;3
06:13;87718007;4
07:12;87659664;0
07:15;87659631;1
07:17;87715144;2
07:27;87715169;3
07:33;87715003;4
08:08;87715136;0
08:18;87715144;1
08:23;87715151;2
08:33;87715003;3
13:05;87715136;0
13:15;87715144;1
13:20;87715151;2
13:30;87715003;3
18:23;87715136;0
18:48;87715003;1
05:55;87715136;0
06:00;87659664;1
06:03;87659631;2
06:08;87715144;3
06:15;87715151;4
06:17;87715169;5
06:25;87715003;6
07:25;87715169;0
07:30;87715003;1
14:00;87715003;0
14:10;87715151;1
14:15;87715144;2
14:25;87715136;3
12:28;87715003;0
12:37;87715169;1
12:42;87715151;2
12:47;87715144;3
12:50;87659631;4
12:55;87659664;5
13:00;87715136;6
12:28;87715003;0
12:50;87715136;1
16:45;87715003;0
16:55;87715151;1
17:00;87715144;2
17:10;87715136;3
18:20;87715003;0
18:30;87715169;1
18:35;87715151;2
18:40;87715144;3
18:43;87659631;4
18:48;87659664;5
18:55;87715136;6
17:25;87715003;0
17:35;87715169;1
10:49;87715136;0
10:57;87715193;1
11:04;87715201;2
11:09;87715235;3
11:13;87699850;4
11:18;87715219;5
11:29;87715227;6
11:33;87715250;7
11:37;87715268;8
11:41;87715516;9
11:45;87715524;10
16:52;87715136;0
16:59;87715193;1
17:05;87715201;2
17:11;87715235;3
17:16;87699850;4
17:21;87715219;5
17:30;87715227;6
17:35;87715250;7
17:38;87715268;8
17:41;87715516;9
17:47;87715524;10
14:49;87715136;0
14:57;87715193;1
15:04;87715201;2
15:09;87715235;3
15:12;87699850;4
15:18;87715219;5
15:29;87715227;6
15:33;87715250;7
15:37;87715268;8
15:41;87715516;9
15:45;87715524;10
19:00;87715136;0
19:08;87715193;1
19:15;87715201;2
19:20;87715235;3
19:23;87699850;4
19:29;87715219;5
19:40;87715227;6
19:44;87715250;7
19:48;87715268;8
19:52;87715516;9
19:56;87715524;10
20:49;87715136;0
20:57;87715193;1
21:04;87715201;2
21:09;87715235;3
21:12;87699850;4
21:18;87715219;5
21:29;87715227;6
21:33;87715250;7
21:37;87715268;8
21:41;87715516;9
21:45;87715524;10
14:49;87715136;0
14:57;87715193;1
15:04;87715201;2
15:09;87715235;3
15:12;87699850;4
15:18;87715219;5
15:29;87715227;6
15:33;87715250;7
15:37;87715268;8
15:41;87715516;9
15:45;87715524;10
15:48;87685784;11
16:15;85011031;12
19:25;87715136;0
19:55;87715219;1
20:25;85011031;2
06:00;87715136;0
06:08;87715193;1
06:15;87715201;2
06:23;87715219;3
06:31;87715250;4
06:36;87715516;5
06:42;87715524;6
06:46;87685784;7
06:55;85011031;8
07:07;87715524;0
07:14;87715516;1
07:17;87715268;2
07:21;87715250;3
07:23;87715227;4
07:33;87715219;5
07:36;87715235;6
07:41;87699850;7
07:50;87715201;8
07:57;87715193;9
08:05;87715136;10
16:03;87715524;0
16:10;87715516;1
16:13;87715268;2
16:17;87715250;3
16:19;87715227;4
16:29;87715219;5
16:32;87715235;6
16:37;87699850;7
16:46;87715201;8
16:53;87715193;9
17:01;87715136;10
11:57;87715524;0
12:02;87715516;1
12:04;87715268;2
12:09;87715250;3
12:13;87715227;4
12:24;87715219;5
12:26;87715235;6
12:30;87699850;7
12:39;87715201;8
12:45;87715193;9
12:55;87715136;10
16:20;85011031;0
16:35;87715524;1
16:41;87715516;2
16:46;87715250;3
16:54;87715219;4
17:02;87715201;5
17:09;87715193;6
17:17;87715136;7
05:54;85011031;0
06:04;87685784;1
06:07;87715524;2
06:14;87715516;3
06:17;87715268;4
06:21;87715250;5
06:23;87715227;6
06:33;87715219;7
06:36;87715235;8
06:40;87699850;9
06:50;87715201;10
06:57;87715193;11
07:05;87715136;12
10:20;87775288;0
11:10;87775007;1
17:44;87775288;0
18:34;87775007;1
20:24;87775007;0
21:14;87775288;1
12:40;87775007;0
13:30;87775288;1
08:53;87734350;0
09:08;87734368;1
09:18;87775171;2
09:24;87734350;0
09:39;87734368;1
09:49;87775171;2
12:30;87734350;0
12:45;87734368;1
12:55;87775171;2
14:15;87783605;0
14:34;87783647;1
14:42;87783654;2
14:58;87783670;3
15:10;87775148;4
15:23;87775171;5
14:45;87783605;0
15:04;87783647;1
15:12;87783654;2
15:28;87783670;3
15:40;87775148;4
15:53;87775171;5
18:34;87783605;0
18:53;87783647;1
18:59;87783654;2
19:17;87783670;3
19:30;87775148;4
19:42;87775171;5
15:01;87775171;0
15:10;87734368;1
15:25;87734350;2
14:21;87775171;0
14:30;87734368;1
14:45;87734350;2
20:17;87775171;0
20:26;87734368;1
20:41;87734350;2
21:11;87775171;0
21:20;87734368;1
21:35;87734350;2
23:18;87775171;0
23:28;87734368;1
23:43;87734350;2
24:25;87783605;3
23:50;87775171;0
24:50;87783605;1
16:13;87775171;0
16:23;87775148;1
16:35;87783670;2
16:53;87783654;3
17:00;87783647;4
17:21;87783605;5
16:50;87734350;0
17:05;87734368;1
17:15;87775171;2
18:20;87783605;3
19:15;87640631;0
19:18;87783282;1
19:40;87783324;2
20:00;87783365;3
20:30;87783001;4
21:45;87734004;0
23:15;87783241;1
23:30;87783266;2
23:50;87640631;3
24:30;87783605;4
21:30;87734004;0
23:00;87783241;1
23:15;87783266;2
23:35;87640631;3
24:15;87783605;4
16:50;87734004;0
18:30;87783241;1
18:45;87783266;2
19:05;87640631;3
19:45;87783605;4
10:50;87734004;0
12:25;87783241;1
12:40;87783266;2
13:00;87640631;3
13:40;87783605;4
19:50;87734004;0
21:25;87783241;1
21:40;87783266;2
22:00;87640631;3
22:40;87783605;4
09:50;87783605;0
10:30;87640631;1
10:55;87783266;2
11:15;87783241;3
13:00;87734004;4
07:00;87783605;0
07:35;87640631;1
08:00;87783266;2
08:20;87783241;3
10:00;87734004;4
16:00;87783605;0
16:35;87640631;1
17:00;87783266;2
17:20;87783241;3
19:00;87734004;4
15:30;87783605;0
16:05;87640631;1
16:30;87783266;2
16:50;87783241;3
18:30;87734004;4
14:40;87734699;0
15:03;87453654;1
15:15;87453670;2
15:30;87734350;3
15:47;87503524;4
16:15;87783605;5
16:50;87783282;6
10:11;87783282;0
10:46;87783605;1
11:11;87503524;2
11:36;87734350;3
11:45;87453670;4
11:59;87453654;5
12:27;87734699;6
10:00;87783282;0
10:35;87783605;1
11:00;87503524;2
11:25;87734350;3
11:34;87453670;4
11:48;87453654;5
12:15;87734699;6
13:13;87640631;0
13:17;87783282;1
13:22;87640649;2
13:27;87640698;3
13:37;87640672;4
13:43;87783530;5
13:46;87640680;6
13:54;87783563;7
13:58;87640656;8
14:10;87783605;9
13:28;87640631;0
13:32;87783282;1
13:37;87640649;2
13:42;87640698;3
13:52;87640672;4
13:58;87783530;5
14:01;87640680;6
14:09;87783563;7
14:13;87640656;8
14:25;87783605;9
07:35;87783282;0
07:41;87640649;1
07:44;87640698;2
07:46;87783308;3
07:56;87640672;4
08:01;87783530;5
08:04;87640680;6
08:11;87783563;7
08:15;87640656;8
08:27;87783605;9
08:59;87783647;10
09:05;87783654;11
09:23;87783670;12
09:36;87775148;13
09:48;87775171;14
07:00;87783282;0
07:06;87640649;1
07:10;87783308;2
07:16;87640672;3
07:21;87783530;4
07:24;87640680;5
07:31;87783563;6
07:36;87640656;7
07:48;87783605;8
06:26;87783241;0
06:37;87783266;1
06:58;87640631;2
07:01;87783282;3
07:05;87640649;4
07:08;87640698;5
07:10;87783308;6
07:18;87640672;7
07:23;87783530;8
07:26;87640680;9
07:33;87783563;10
07:38;87640656;11
07:50;87783605;12
10:04;87775171;0
10:13;87775148;1
10:26;87783670;2
10:44;87783654;3
10:50;87783647;4
11:11;87783605;5
11:21;87640656;6
11:25;87783563;7
11:31;87640680;8
11:35;87783530;9
11:41;87640672;10
11:49;87783308;11
11:53;87640649;12
11:57;87783282;13
17:30;87783605;0
17:42;87640656;1
17:47;87783563;2
17:54;87640680;3
17:57;87783530;4
18:02;87640672;5
18:08;87783308;6
18:12;87640649;7
18:18;87783282;8
16:09;87783605;0
16:21;87640656;1
16:26;87783563;2
16:33;87640680;3
16:36;87783530;4
16:41;87640672;5
16:47;87783308;6
16:51;87640649;7
16:57;87783282;8
18:30;87783605;0
18:40;87640656;1
18:44;87783563;2
18:50;87640680;3
18:54;87783530;4
19:00;87640672;5
19:09;87783308;6
19:10;87640698;7
19:12;87640649;8
19:16;87783282;9
19:20;87640631;10
22:35;87783605;0
23:10;87783282;1
23:45;87783241;2
17:30;87783605;0
17:38;87640656;1
17:44;87783563;2
17:52;87640680;3
17:55;87783530;4
18:00;87640672;5
18:10;87783308;6
18:12;87640698;7
18:15;87640649;8
18:20;87783282;9
18:40;87783266;10
18:51;87783241;11
21:25;87783605;0
22:10;87783241;1
12:15;87615286;0
12:40;87640722;1
12:50;87598755;2
12:55;87615161;3
12:15;87615286;0
12:50;87640722;1
13:00;87598755;2
13:05;87615161;3
17:15;87615286;0
17:50;87640722;1
18:00;87598755;2
18:10;87615161;3
18:25;87615187;4
18:35;87640714;5
18:36;87615203;6
18:42;87615211;7
18:48;87640706;8
19:00;87615260;9
19:05;87615286;0
19:30;87640722;1
19:40;87598755;2
19:45;87615161;3
20:00;87615187;4
20:10;87640714;5
20:11;87615203;6
20:18;87615211;7
20:23;87640706;8
20:35;87615260;9
09:15;87615286;0
09:40;87640722;1
09:50;87598755;2
09:55;87615161;3
10:10;87615187;4
10:20;87640714;5
10:21;87615203;6
10:28;87615211;7
10:32;87640706;8
10:35;87615260;9
18:20;87615286;0
18:50;87640722;1
19:00;87598755;2
19:15;87615161;3
19:30;87615187;4
19:40;87640714;5
19:41;87615203;6
19:47;87615211;7
19:53;87640706;8
20:05;87615260;9
16:20;87615286;0
16:50;87640722;1
17:00;87598755;2
17:15;87615161;3
17:30;87615187;4
17:39;87640714;5
17:41;87615203;6
17:47;87615211;7
17:53;87640706;8
18:05;87615260;9
08:00;87615286;0
08:30;87640722;1
08:40;87598755;2
08:47;87615161;3
09:03;87615187;4
09:13;87640714;5
09:14;87615203;6
09:20;87615211;7
09:24;87640706;8
09:38;87615260;9
08:00;87615286;0
08:30;87640722;1
08:40;87598755;2
08:45;87615161;3
09:00;87615187;4
09:10;87640714;5
09:11;87615203;6
09:18;87615211;7
09:22;87640706;8
09:27;87615260;9
06:35;87615286;0
07:05;87640722;1
07:18;87598755;2
07:25;87615161;3
07:38;87615187;4
07:48;87640714;5
07:49;87615203;6
07:55;87615211;7
08:00;87640706;8
08:13;87615260;9
14:15;87615286;0
14:35;87640722;1
14:45;87598755;2
14:50;87615161;3
15:05;87615187;4
15:15;87640714;5
15:17;87615203;6
15:23;87615211;7
15:27;87640706;8
15:35;87615260;9
12:30;87615286;0
12:55;87640722;1
13:05;87598755;2
13:10;87615161;3
13:25;87615187;4
13:35;87640714;5
13:36;87615203;6
13:43;87615211;7
13:48;87640706;8
14:00;87615260;9
18:10;87615161;0
18:25;87615187;1
18:35;87640714;2
18:36;87615203;3
18:42;87615211;4
18:46;87640706;5
19:00;87615260;6
11:15;87615161;0
11:30;87615187;1
11:40;87640714;2
11:41;87615203;3
11:47;87615211;4
11:53;87640706;5
12:05;87615260;6
16:35;87615161;0
16:50;87615187;1
17:00;87640714;2
17:01;87615203;3
17:07;87615211;4
17:13;87640706;5
17:25;87615260;6
16:20;87615161;0
16:35;87598755;1
16:46;87640722;2
17:20;87615286;3
07:50;87615161;0
08:00;87598755;1
08:11;87640722;2
08:45;87615286;3
06:20;87615260;0
06:24;87640706;1
06:30;87615211;2
06:34;87615203;3
06:35;87640714;4
06:45;87615187;5
06:55;87615161;6
07:10;87598755;7
07:21;87640722;8
07:50;87615286;9
07:45;87615260;0
07:49;87640706;1
07:55;87615211;2
07:59;87615203;3
08:00;87640714;4
08:10;87615187;5
08:19;87615161;6
08:25;87598755;7
08:36;87640722;8
09:10;87615286;9
18:20;87615260;0
18:24;87640706;1
18:30;87615211;2
18:34;87615203;3
18:35;87640714;4
18:45;87615187;5
18:54;87615161;6
19:05;87598755;7
19:16;87640722;8
19:50;87615286;9
17:10;87615260;0
17:14;87640706;1
17:20;87615211;2
17:24;87615203;3
17:25;87640714;4
17:35;87615187;5
17:45;87615161;6
17:54;87598755;7
18:06;87640722;8
18:40;87615286;9
11:00;87615260;0
11:04;87640706;1
11:10;87615211;2
11:14;87615203;3
11:15;87640714;4
11:25;87615187;5
11:35;87615161;6
11:40;87598755;7
11:51;87640722;8
12:20;87615286;9
12:45;87615260;0
12:50;87640706;1
12:56;87615211;2
13:02;87615203;3
13:04;87640714;4
13:14;87615187;5
13:26;87615161;6
13:30;87598755;7
13:42;87640722;8
14:20;87615286;9
12:45;87615260;0
12:49;87640706;1
12:55;87615211;2
12:59;87615203;3
13:00;87640714;4
13:10;87615187;5
13:19;87615161;6
13:24;87598755;7
13:36;87640722;8
14:10;87615286;9
08:20;87615260;0
08:24;87640706;1
08:30;87615211;2
08:34;87615203;3
08:35;87640714;4
08:45;87615187;5
09:00;87615161;6
09:05;87598755;7
09:16;87640722;8
09:50;87615286;9
10:26;87615260;0
10:30;87640706;1
10:36;87615211;2
10:42;87615203;3
10:44;87640714;4
10:55;87615187;5
11:10;87615161;6
15:45;87615260;0
15:50;87640706;1
15:55;87615211;2
16:00;87615203;3
16:02;87640714;4
16:12;87615187;5
16:25;87615161;6
15:45;87615260;0
15:50;87640706;1
15:56;87615211;2
16:01;87615203;3
16:02;87640714;4
16:10;87615187;5
16:20;87615161;6
07:05;87615260;0
07:14;87640706;1
07:20;87615211;2
07:24;87615203;3
07:25;87640714;4
07:35;87615187;5
07:50;87615161;6
17:25;87615260;0
17:29;87640706;1
17:35;87615211;2
17:39;87615203;3
17:40;87640714;4
17:50;87615187;5
18:00;87615161;6
16:04;87781609;0
16:36;87781666;1
17:04;87781005;2
16:40;87781609;0
17:25;87781005;1
13:15;87781609;0
14:00;87781005;1
06:15;87781609;0
06:40;87781666;1
07:10;87781005;2
07:15;87781609;0
07:47;87781666;1
08:15;87781005;2
12:10;87781609;0
12:42;87781666;1
13:10;87781005;2
10:49;87781005;0
11:17;87781666;1
11:49;87781609;2
14:45;87781005;0
15:13;87781666;1
15:45;87781609;2
20:45;87781005;0
21:30;87781609;1
17:30;87781005;0
18:20;87781609;1
12:15;87781005;0
13:00;87781609;1
15:50;87781005;0
16:35;87781609;1
06:22;87641001;0
06:57;87158006;1
07:06;87597724;2
07:17;87417808;3
07:28;87597609;4
14:25;87597609;0
14:37;87417808;1
14:49;87597724;2
14:58;87158006;3
15:33;87641001;4
16:10;87594168;0
16:50;87594499;1
17:25;87594093;0
17:30;87417907;1
17:41;87344598;2
17:49;87594275;3
17:51;87450064;4
17:57;87152413;5
18:00;87417881;6
18:12;87594168;7
18:17;87693390;8
18:26;87361980;9
18:29;87594135;10
18:34;87417865;11
18:38;87594119;12
18:58;87594499;13
19:08;87594481;14
19:15;87594465;15
19:33;87594002;16
17:25;87594093;0
17:30;87417907;1
17:41;87344598;2
17:49;87594275;3
17:51;87450064;4
17:57;87152413;5
18:00;87417881;6
18:17;87594168;7
18:22;87693390;8
18:26;87361980;9
18:29;87594135;10
18:34;87417865;11
18:38;87594119;12
18:58;87594499;13
05:57;87594093;0
06:02;87417907;1
06:13;87344598;2
06:21;87594275;3
06:23;87450064;4
06:29;87152413;5
06:32;87417881;6
06:45;87594168;7
06:50;87693390;8
06:54;87361980;9
06:57;87594135;10
07:02;87417865;11
07:06;87594119;12
07:26;87594499;13
19:20;87594002;0
20:23;87594168;1
11:06;87594002;0
11:46;87594499;1
12:05;87594119;2
12:10;87417865;3
12:14;87594135;4
12:19;87361980;5
12:23;87693390;6
12:26;87594168;7
12:40;87417881;8
12:44;87152413;9
12:51;87450064;10
12:54;87594275;11
12:59;87344598;12
13:16;87594093;13
15:41;87594168;0
16:06;87594275;1
17:01;87594499;0
17:15;87594119;1
17:20;87417865;2
17:24;87594135;3
17:29;87361980;4
17:42;87594168;5
07:31;87594499;0
07:45;87594119;1
07:50;87417865;2
07:54;87594135;3
07:59;87361980;4
08:03;87693390;5
08:07;87594168;6
08:29;87450064;7
08:32;87594275;8
08:37;87344598;9
08:48;87417907;10
08:53;87594093;11
20:13;87594093;0
20:16;87417907;1
20:43;87534099;2
20:46;87645705;3
19:32;87594093;0
19:35;87417907;1
20:02;87534099;2
20:05;87645705;3
15:21;87594093;0
15:24;87417907;1
15:57;87534099;2
16:00;87645705;3
20:24;87594093;0
20:27;87417907;1
20:54;87534099;2
20:57;87645705;3
07:10;87594093;0
07:12;87417907;1
07:47;87534099;2
07:50;87645705;3
23:03;87594093;0
23:06;87417907;1
23:32;87534099;2
23:36;87645705;3
08:13;87594093;0
08:15;87417907;1
08:49;87534099;2
08:52;87645705;3
18:07;87594093;0
18:10;87417907;1
18:39;87534099;2
18:42;87645705;3
12:06;87594093;0
12:08;87417907;1
12:41;87534099;2
12:44;87645705;3
13:52;87645705;0
13:55;87534099;1
14:27;87417907;2
14:30;87594093;3
04:46;87645705;0
04:48;87534099;1
05:22;87417907;2
05:23;87594093;3
14:30;87645705;0
14:33;87534099;1
15:04;87417907;2
15:07;87594093;3
11:14;87645705;0
11:17;87534099;1
11:51;87417907;2
11:54;87594093;3
07:25;87645705;0
07:28;87534099;1
07:57;87417907;2
08:00;87594093;3
06:57;87645705;0
07:00;87534099;1
07:34;87417907;2
07:37;87594093;3
11:51;87645705;0
11:54;87534099;1
12:26;87417907;2
12:29;87594093;3
15:10;87645705;0
15:13;87534099;1
15:44;87417907;2
15:47;87594093;3
18:11;87645705;0
18:14;87534099;1
18:46;87417907;2
18:49;87594093;3
15:14;87645705;0
15:17;87534099;1
15:51;87417907;2
15:54;87594093;3
17:20;87144212;0
17:22;87405993;1
17:24;87700955;2
17:26;87700963;3
17:46;87144279;4
17:59;87144287;5
13:43;87144212;0
13:45;87405993;1
13:47;87700955;2
13:49;87700963;3
14:09;87144279;4
14:22;87144287;5
17:20;87144212;0
17:22;87405993;1
17:24;87700955;2
17:26;87700963;3
17:46;87144279;4
06:26;87141002;0
06:51;87141523;1
07:07;87701102;2
07:14;87717108;3
07:39;87144212;4
07:46;87405993;5
07:48;87700955;6
07:50;87700963;7
08:00;87700971;8
08:09;87144279;9
08:22;87144287;10
20:00;87141002;0
20:25;87717090;1
20:32;87717108;2
20:57;87700930;3
21:02;87144212;4
21:27;87144279;5
21:40;87144287;6
20:00;87141002;0
20:25;87717090;1
20:32;87717108;2
21:00;87144212;3
21:04;87405993;4
21:29;87144279;5
21:42;87144287;6
19:15;87141002;0
19:40;87717090;1
19:47;87717108;2
19:54;87700906;3
20:00;87700914;4
20:07;87700930;5
20:22;87144212;6
20:26;87405993;7
20:28;87700955;8
20:30;87700963;9
20:42;87700971;10
20:53;87144279;11
21:06;87144287;12
16:15;87141002;0
16:40;87717090;1
16:47;87717108;2
17:00;87700930;3
17:15;87144212;4
17:22;87405993;5
17:24;87700955;6
17:26;87700963;7
17:46;87144279;8
17:59;87144287;9
18:12;87144295;10
18:22;87700997;11
18:25;87144303;12
18:30;87144311;13
18:38;87714162;14
16:10;87141002;0
16:35;87717090;1
16:42;87717108;2
17:07;87144212;3
13:00;87141002;0
13:25;87717090;1
13:32;87717108;2
13:57;87144212;3
09:30;87141002;0
09:55;87717090;1
10:02;87701110;2
10:09;87700906;3
10:15;87141622;4
10:22;87700930;5
10:37;87144212;6
19:15;87141002;0
19:40;87717090;1
19:47;87717108;2
19:54;87700906;3
20:00;87700914;4
20:07;87700930;5
20:22;87144212;6
18:10;87141002;0
18:35;87717090;1
18:42;87717108;2
18:49;87700906;3
18:55;87700914;4
19:02;87700930;5
19:17;87144212;6
09:30;87141002;0
09:55;87717090;1
10:02;87717108;2
10:09;87700906;3
10:15;87700914;4
10:20;87714204;5
10:27;87700930;6
10:42;87144212;7
08:10;87141002;0
08:35;87717090;1
08:42;87717108;2
09:07;87144212;3
11:30;87141002;0
11:55;87717090;1
12:02;87717108;2
12:27;87144212;3
18:10;87141002;0
18:35;87717090;1
18:42;87717108;2
18:49;87700906;3
18:55;87700914;4
19:02;87700930;5
19:17;87144212;6
19:21;87405993;7
06:40;87717108;0
07:06;87144212;1
07:13;87405993;2
07:15;87700955;3
07:17;87700963;4
07:27;87714998;5
07:33;87700971;6
07:44;87144279;7
07:56;87144287;8
08:10;87700989;9
07:04;87144287;0
07:17;87144279;1
07:37;87700963;2
07:39;87700955;3
07:41;87405993;4
07:43;87144212;5
17:01;87144287;0
17:16;87144279;1
17:25;87700971;2
17:37;87700963;3
17:39;87700955;4
17:41;87405993;5
17:43;87144212;6
18:13;87717108;7
18:20;87717090;8
18:50;87141002;9
07:04;87144287;0
07:17;87144279;1
07:37;87700963;2
07:39;87700955;3
07:42;87405993;4
07:44;87144212;5
08:00;87700930;6
08:13;87717108;7
08:20;87717090;8
08:50;87141002;9
06:23;87714162;0
06:31;87144311;1
06:36;87144303;2
06:39;87700997;3
06:47;87700989;4
06:50;87144295;5
07:04;87144287;6
07:17;87144279;7
07:37;87700963;8
07:39;87700955;9
07:41;87405993;10
07:43;87144212;11
08:03;87700930;12
08:16;87717108;13
08:23;87717090;14
08:53;87141002;15
18:15;87714162;0
18:23;87144311;1
18:28;87144303;2
18:31;87700997;3
18:39;87144295;4
18:54;87144287;5
19:07;87144279;6
19:37;87144212;7
20:03;87717108;8
20:10;87717090;9
20:40;87141002;10
16:40;87700989;0
16:58;87144287;1
17:10;87144279;2
17:19;87700971;3
17:25;87714998;4
17:35;87700963;5
17:37;87700955;6
17:39;87405993;7
17:41;87144212;8
18:16;87717108;9
18:23;87717090;10
18:53;87141002;11
16:36;87144212;0
16:41;87700930;1
16:51;87700914;2
16:57;87700906;3
17:03;87717108;4
17:10;87717090;5
17:40;87141002;6
06:26;87144212;0
06:41;87700930;1
06:51;87700914;2
06:57;87700906;3
07:03;87717108;4
07:10;87717090;5
07:40;87141002;6
07:45;87144212;0
08:00;87700930;1
08:13;87717108;2
08:20;87717090;3
08:50;87141002;4
11:48;87144212;0
12:13;87717108;1
12:20;87717090;2
12:50;87141002;3
16:32;87144212;0
16:47;87700930;1
16:53;87714204;2
17:01;87700914;3
17:07;87700906;4
17:13;87717108;5
17:20;87717090;6
17:50;87141002;7
16:48;87144212;0
17:13;87717108;1
17:20;87717090;2
17:50;87141002;3
14:48;87144212;0
15:13;87717108;1
15:20;87717090;2
15:50;87141002;3
17:48;87144212;0
18:13;87717108;1
18:20;87717090;2
18:50;87141002;3
07:17;87144279;0
07:37;87700963;1
07:39;87700955;2
07:41;87405993;3
07:43;87144212;4
19:18;87144279;0
19:43;87144212;1
20:13;87717108;2
20:20;87717090;3
20:50;87141002;4
19:34;87193250;0
19:37;87406850;1
19:41;87406884;2
19:42;87406868;3
19:44;87193508;4
19:46;87194019;5
19:47;87476861;6
19:48;87193532;7
19:50;87193557;8
19:53;87193540;9
19:56;87193565;10
20:00;87477141;11
20:03;87406900;12
20:08;87193615;13
20:45;87642801;14
13:18;87193250;0
13:21;87406850;1
13:25;87406884;2
13:26;87406868;3
13:28;87193508;4
13:30;87194019;5
13:31;87476861;6
13:32;87193532;7
13:34;87193557;8
13:37;87193540;9
13:40;87193565;10
13:44;87477141;11
13:47;87406900;12
13:52;87193615;13
14:24;87193250;0
14:27;87406850;1
14:31;87406884;2
14:32;87406868;3
14:34;87193508;4
14:36;87194019;5
14:37;87476861;6
14:38;87193532;7
14:40;87193557;8
14:43;87193540;9
14:46;87193565;10
14:50;87477141;11
14:53;87406900;12
14:58;87193615;13
11:24;87193250;0
11:27;87406850;1
11:31;87406884;2
11:32;87406868;3
11:34;87193508;4
11:36;87194019;5
11:37;87476861;6
11:38;87193532;7
11:40;87193557;8
11:43;87193540;9
11:46;87193565;10
11:50;87477141;11
11:53;87406900;12
11:58;87193615;13
17:24;87193250;0
17:27;87406850;1
17:31;87406884;2
17:32;87406868;3
17:34;87193508;4
17:36;87194019;5
17:37;87476861;6
17:38;87193532;7
17:40;87193557;8
17:43;87193540;9
17:46;87193565;10
17:50;87477141;11
17:53;87406900;12
17:58;87193615;13
18:00;87193250;0
18:03;87406850;1
18:07;87406884;2
18:08;87406868;3
18:10;87193508;4
18:12;87194019;5
18:13;87476861;6
18:14;87193532;7
18:16;87193557;8
18:19;87193540;9
18:22;87193565;10
18:26;87477141;11
18:29;87406900;12
18:34;87193615;13
19:04;87193250;0
19:07;87406850;1
19:11;87406884;2
19:12;87406868;3
19:14;87193508;4
19:16;87194019;5
19:17;87476861;6
19:18;87193532;7
19:20;87193557;8
19:23;87193540;9
19:26;87193565;10
19:30;87477141;11
19:33;87406900;12
19:38;87193615;13
16:24;87193250;0
16:27;87406850;1
16:31;87406884;2
16:32;87406868;3
16:34;87193508;4
16:36;87194019;5
16:37;87476861;6
16:38;87193532;7
16:40;87193557;8
16:43;87193540;9
16:46;87193565;10
